#body,head,ruleId,isAgg,isTx
transfer,totalIn,0,true,false
transfer,totalOut,1,true,false
operatorBurn,burn,2,false,false
operators,operatorBurn,3,false,true
balanceOf,operatorBurn,3,false,true
operatorSend,transfer,5,false,false
totalBurn,balanceOf,6,false,false
totalMint,balanceOf,6,false,false
totalIn,balanceOf,6,false,false
totalOut,balanceOf,6,false,false
defaultOperator,revokedDefaultOperator,7,false,true
increaseAllowance,allowanceTotal,8,true,false
balanceOf,transfer,9,false,true
balanceOf,operatorBurn,10,false,true
defaultOperator,operatorBurn,10,false,true
revokedDefaultOperator,operatorBurn,10,false,true
transferFrom,transfer,11,false,false
balanceOf,operatorSend,12,false,true
defaultOperator,revokedDefaultOperator,13,false,true
mint,allMint,14,true,false
burn,totalBurn,16,true,false
mint,totalMint,17,true,false
allBurn,totalSupply,18,false,false
allMint,totalSupply,18,false,false
operators,inconsistentOperator,19,false,false
defaultOperator,inconsistentOperator,19,false,false
balanceOf,operatorBurn,20,false,true
owner,burn,21,false,true
balanceOf,burn,21,false,true
defaultOperator,operators,22,false,true
transferFrom,spentTotal,23,true,false
defaultOperator,operators,24,false,true
operators,operatorSend,25,false,true
balanceOf,operatorSend,25,false,true
allowanceTotal,allowance,26,false,false
spentTotal,allowance,26,false,false
owner,mint,27,false,true
revokedDefaultOperator,operatorSend,28,false,true
balanceOf,operatorSend,28,false,true
defaultOperator,operatorSend,28,false,true
allowance,increaseAllowance,29,false,true
balanceOf,transferFrom,30,false,true
allowance,transferFrom,30,false,true
burn,allBurn,31,true,false
