#body,head,ruleId,isAgg,isTx
transferSingle,totalIn,0,true,false
isApprovedForAll,burn,1,false,true
balanceOf,burn,1,false,true
msgSender,burn,1,false,true
setApprovalForAllAction,isApprovedForAll,2,false,false
transferSingle,initialBalance,3,false,false
mint,issueTotalById,4,true,false
msgSender,transferSingle,5,false,true
isApprovedForAll,transferSingle,5,false,true
balanceOf,transferSingle,5,false,true
balanceOf,burn,6,false,true
msgSender,burn,6,false,true
mint,totalMint,7,true,false
totalOut,balanceOf,8,false,false
totalInitial,balanceOf,8,false,false
totalBurn,balanceOf,8,false,false
totalMint,balanceOf,8,false,false
totalIn,balanceOf,8,false,false
burn,initialBalance,9,false,false
burn,burnTotalById,10,true,false
initialBalance,totalInitial,11,true,false
totalSupplyById,unequalBalanceById,12,false,false
totalBalancesById,unequalBalanceById,12,false,false
msgSender,setApprovalForAllAction,13,false,true
balanceOf,transferSingle,14,false,true
msgSender,transferSingle,14,false,true
issueTotalById,totalSupplyById,15,false,false
burnTotalById,totalSupplyById,15,false,false
msgSender,mint,16,false,true
owner,mint,16,false,true
transferSingle,totalOut,17,true,false
mint,initialBalance,18,false,false
transferSingle,initialBalance,19,false,false
burn,totalBurn,21,true,false
balanceOf,totalBalancesById,22,true,false
